,AS-RCEC.TaiESM1.gn_r1i1p1f1,CSIRO-ARCCSS.ACCESS-CM2.gn_r1i1p1f1,CSIRO-ARCCSS.ACCESS-CM2.gn_r2i1p1f1,CSIRO-ARCCSS.ACCESS-CM2.gn_r3i1p1f1,CSIRO-ARCCSS.ACCESS-CM2.gn_r4i1p1f1,CSIRO-ARCCSS.ACCESS-CM2.gn_r5i1p1f1,NASA-GISS.GISS-E2-1-H.gn_r1i1p3f1,NASA-GISS.GISS-E2-1-H.gn_r2i1p3f1,NASA-GISS.GISS-E2-1-H.gn_r3i1p3f1,NASA-GISS.GISS-E2-1-H.gn_r4i1p3f1,NASA-GISS.GISS-E2-1-H.gn_r5i1p3f1,NIMS-KMA.KACE-1-0-G.gr_r1i1p1f1,NIMS-KMA.KACE-1-0-G.gr_r2i1p1f1,NIMS-KMA.KACE-1-0-G.gr_r3i1p1f1,FIO-QLNM.FIO-ESM-2-0.gn_r1i1p1f1,FIO-QLNM.FIO-ESM-2-0.gn_r2i1p1f1,FIO-QLNM.FIO-ESM-2-0.gn_r3i1p1f1,THU.CIESM.gr_r1i1p1f1,NCC.NorESM2-MM.gn_r1i1p1f1,NCC.NorESM2-MM.gn_r2i1p1f1,EC-Earth-Consortium.EC-Earth3-Veg-LR.gr_r1i1p1f1,EC-Earth-Consortium.EC-Earth3-Veg-LR.gr_r2i1p1f1,EC-Earth-Consortium.EC-Earth3-Veg-LR.gr_r3i1p1f1,EC-Earth-Consortium.EC-Earth3-CC.gr_r1i1p1f1,INM.INM-CM5-0.gr1_r1i1p1f1,CCCma.CanESM5.gn_r10i1p1f1,CCCma.CanESM5.gn_r10i1p2f1,CCCma.CanESM5.gn_r11i1p1f1,CCCma.CanESM5.gn_r11i1p2f1,CCCma.CanESM5.gn_r12i1p1f1,CCCma.CanESM5.gn_r12i1p2f1,CCCma.CanESM5.gn_r13i1p1f1,CCCma.CanESM5.gn_r13i1p2f1,CCCma.CanESM5.gn_r14i1p1f1,CCCma.CanESM5.gn_r14i1p2f1,CCCma.CanESM5.gn_r15i1p1f1,CCCma.CanESM5.gn_r15i1p2f1,CCCma.CanESM5.gn_r16i1p1f1,CCCma.CanESM5.gn_r16i1p2f1,CCCma.CanESM5.gn_r17i1p1f1,CCCma.CanESM5.gn_r17i1p2f1,CCCma.CanESM5.gn_r18i1p1f1,CCCma.CanESM5.gn_r18i1p2f1,CCCma.CanESM5.gn_r19i1p1f1,CCCma.CanESM5.gn_r19i1p2f1,CCCma.CanESM5.gn_r1i1p1f1,CCCma.CanESM5.gn_r1i1p2f1,CCCma.CanESM5.gn_r20i1p1f1,CCCma.CanESM5.gn_r20i1p2f1,CCCma.CanESM5.gn_r21i1p1f1,CCCma.CanESM5.gn_r21i1p2f1,CCCma.CanESM5.gn_r22i1p1f1,CCCma.CanESM5.gn_r22i1p2f1,CCCma.CanESM5.gn_r23i1p1f1,CCCma.CanESM5.gn_r23i1p2f1,CCCma.CanESM5.gn_r24i1p1f1,CCCma.CanESM5.gn_r24i1p2f1,CCCma.CanESM5.gn_r25i1p1f1,CCCma.CanESM5.gn_r25i1p2f1,CCCma.CanESM5.gn_r2i1p1f1,CCCma.CanESM5.gn_r2i1p2f1,CCCma.CanESM5.gn_r3i1p1f1,CCCma.CanESM5.gn_r3i1p2f1,CCCma.CanESM5.gn_r4i1p1f1,CCCma.CanESM5.gn_r4i1p2f1,CCCma.CanESM5.gn_r5i1p1f1,CCCma.CanESM5.gn_r5i1p2f1,CCCma.CanESM5.gn_r6i1p1f1,CCCma.CanESM5.gn_r6i1p2f1,CCCma.CanESM5.gn_r7i1p1f1,CCCma.CanESM5.gn_r7i1p2f1,CCCma.CanESM5.gn_r8i1p1f1,CCCma.CanESM5.gn_r8i1p2f1,CCCma.CanESM5.gn_r9i1p1f1,CCCma.CanESM5.gn_r9i1p2f1,NOAA-GFDL.GFDL-CM4.gr1_r1i1p1f1,IPSL.IPSL-CM6A-LR.gr_r10i1p1f1,IPSL.IPSL-CM6A-LR.gr_r11i1p1f1,IPSL.IPSL-CM6A-LR.gr_r14i1p1f1,IPSL.IPSL-CM6A-LR.gr_r1i1p1f1,IPSL.IPSL-CM6A-LR.gr_r22i1p1f1,IPSL.IPSL-CM6A-LR.gr_r25i1p1f1,IPSL.IPSL-CM6A-LR.gr_r2i1p1f1,IPSL.IPSL-CM6A-LR.gr_r3i1p1f1,IPSL.IPSL-CM6A-LR.gr_r4i1p1f1,IPSL.IPSL-CM6A-LR.gr_r5i1p1f1,IPSL.IPSL-CM6A-LR.gr_r6i1p1f1,NOAA-GFDL.GFDL-ESM4.gr1_r1i1p1f1,NOAA-GFDL.GFDL-ESM4.gr1_r2i1p1f1,NOAA-GFDL.GFDL-ESM4.gr1_r3i1p1f1,NUIST.NESM3.gn_r1i1p1f1,NUIST.NESM3.gn_r2i1p1f1,NCAR.CESM2-WACCM.gn_r1i1p1f1,NCAR.CESM2-WACCM.gn_r2i1p1f1,NCAR.CESM2-WACCM.gn_r3i1p1f1,INM.INM-CM4-8.gr1_r1i1p1f1,CMCC.CMCC-ESM2.gn_r1i1p1f1,BCC.BCC-CSM2-MR.gn_r1i1p1f1,CSIRO.ACCESS-ESM1-5.gn_r31i1p1f1,CSIRO.ACCESS-ESM1-5.gn_r32i1p1f1,CSIRO.ACCESS-ESM1-5.gn_r33i1p1f1,CSIRO.ACCESS-ESM1-5.gn_r34i1p1f1,CSIRO.ACCESS-ESM1-5.gn_r35i1p1f1,CSIRO.ACCESS-ESM1-5.gn_r36i1p1f1,CSIRO.ACCESS-ESM1-5.gn_r37i1p1f1,CSIRO.ACCESS-ESM1-5.gn_r38i1p1f1,CSIRO.ACCESS-ESM1-5.gn_r39i1p1f1,CSIRO.ACCESS-ESM1-5.gn_r40i1p1f1,NASA-GISS.GISS-E2-1-G.gn_r1i1p3f1,NASA-GISS.GISS-E2-1-G.gn_r1i1p5f1,NASA-GISS.GISS-E2-1-G.gn_r2i1p3f1,NASA-GISS.GISS-E2-1-G.gn_r2i1p5f1,NASA-GISS.GISS-E2-1-G.gn_r3i1p3f1,NASA-GISS.GISS-E2-1-G.gn_r3i1p5f1,NASA-GISS.GISS-E2-1-G.gn_r4i1p3f1,NASA-GISS.GISS-E2-1-G.gn_r4i1p5f1,NASA-GISS.GISS-E2-1-G.gn_r5i1p3f1,CCCma.CanESM5-CanOE.gn_r1i1p2f1,CCCma.CanESM5-CanOE.gn_r2i1p2f1,CCCma.CanESM5-CanOE.gn_r3i1p2f1,CMCC.CMCC-CM2-SR5.gn_r1i1p1f1,KIOST.KIOST-ESM.gr1_r1i1p1f1,CAS.FGOALS-f3-L.gr_r1i1p1f1,MRI.MRI-ESM2-0.gn_r1i1p1f1,MRI.MRI-ESM2-0.gn_r2i1p1f1,MRI.MRI-ESM2-0.gn_r3i1p1f1,MRI.MRI-ESM2-0.gn_r4i1p1f1,MRI.MRI-ESM2-0.gn_r5i1p1f1,CAS.CAS-ESM2-0.gn_r1i1p1f1,CAS.CAS-ESM2-0.gn_r3i1p1f1,MIROC.MIROC6.gn_r10i1p1f1,MIROC.MIROC6.gn_r11i1p1f1,MIROC.MIROC6.gn_r12i1p1f1,MIROC.MIROC6.gn_r13i1p1f1,MIROC.MIROC6.gn_r14i1p1f1,MIROC.MIROC6.gn_r15i1p1f1,MIROC.MIROC6.gn_r16i1p1f1,MIROC.MIROC6.gn_r17i1p1f1,MIROC.MIROC6.gn_r18i1p1f1,MIROC.MIROC6.gn_r19i1p1f1,MIROC.MIROC6.gn_r1i1p1f1,MIROC.MIROC6.gn_r20i1p1f1,MIROC.MIROC6.gn_r21i1p1f1,MIROC.MIROC6.gn_r22i1p1f1,MIROC.MIROC6.gn_r23i1p1f1,MIROC.MIROC6.gn_r24i1p1f1,MIROC.MIROC6.gn_r25i1p1f1,MIROC.MIROC6.gn_r26i1p1f1,MIROC.MIROC6.gn_r27i1p1f1,MIROC.MIROC6.gn_r28i1p1f1,MIROC.MIROC6.gn_r29i1p1f1,MIROC.MIROC6.gn_r2i1p1f1,MIROC.MIROC6.gn_r30i1p1f1,MIROC.MIROC6.gn_r31i1p1f1,MIROC.MIROC6.gn_r32i1p1f1,MIROC.MIROC6.gn_r33i1p1f1,MIROC.MIROC6.gn_r34i1p1f1,MIROC.MIROC6.gn_r35i1p1f1,MIROC.MIROC6.gn_r36i1p1f1,MIROC.MIROC6.gn_r37i1p1f1,MIROC.MIROC6.gn_r38i1p1f1,MIROC.MIROC6.gn_r39i1p1f1,MIROC.MIROC6.gn_r3i1p1f1,MIROC.MIROC6.gn_r40i1p1f1,MIROC.MIROC6.gn_r41i1p1f1,MIROC.MIROC6.gn_r42i1p1f1,MIROC.MIROC6.gn_r43i1p1f1,MIROC.MIROC6.gn_r44i1p1f1,MIROC.MIROC6.gn_r45i1p1f1,MIROC.MIROC6.gn_r46i1p1f1,MIROC.MIROC6.gn_r47i1p1f1,MIROC.MIROC6.gn_r48i1p1f1,MIROC.MIROC6.gn_r49i1p1f1,MIROC.MIROC6.gn_r4i1p1f1,MIROC.MIROC6.gn_r50i1p1f1,MIROC.MIROC6.gn_r5i1p1f1,MIROC.MIROC6.gn_r6i1p1f1,MIROC.MIROC6.gn_r7i1p1f1,MIROC.MIROC6.gn_r8i1p1f1,MIROC.MIROC6.gn_r9i1p1f1,NCAR.CESM2.gn_r10i1p1f1,NCAR.CESM2.gn_r11i1p1f1,NCAR.CESM2.gn_r4i1p1f1
2027,278.9238,279.32587,279.05954,278.8032,279.36935,279.41068,280.11533,280.09482,279.99533,280.3584,280.56552,280.13864,280.11124,280.23425,278.7986,278.99594,278.9003,280.61343,278.32565,278.91083,279.5364,279.48923,279.39343,280.83536,278.37805,279.93008,280.1837,280.21448,279.76865,280.08926,280.06406,280.29446,280.205,279.99435,280.05725,279.92224,280.17313,280.04883,280.03125,280.37854,279.90298,280.13913,280.1389,280.25034,279.7732,280.32635,280.16162,280.19485,280.13745,279.99673,279.9797,280.25186,279.77515,280.08237,279.76855,280.06366,280.16617,279.93854,279.96475,280.36615,280.14038,280.11148,280.17667,280.1081,280.02695,280.29602,280.12656,280.1675,279.8619,280.1129,280.12668,280.17538,280.2102,280.3242,279.91013,278.3538,278.24744,278.44156,278.55084,278.6036,278.8181,278.52322,278.6386,278.68057,278.7881,278.71335,278.49014,278.58807,278.7404,279.11273,279.5801,279.56827,279.15298,279.29492,279.42636,278.7545,279.83243,280.14954,280.31967,279.66666,279.75586,279.9899,279.78403,279.61954,279.85962,280.06894,279.73712,280.1104,279.23697,279.80328,279.54523,279.40784,279.14993,279.41922,279.7733,279.22305,279.2444,280.16162,280.14038,280.17667,280.11026,278.4413,278.30255,279.47345,279.48325,279.4257,279.5119,279.71387,279.35144,279.1871,281.1193,281.35254,281.13467,281.36276,281.3613,281.11426,281.19608,281.17545,281.22302,281.12802,281.17014,281.26443,280.99634,281.39764,281.28577,281.10672,281.2773,281.26016,281.35965,281.1626,281.0425,281.10367,281.24033,281.4349,281.0986,281.0349,281.32996,281.3665,281.23,281.4624,280.81165,281.23477,280.95914,281.3303,280.66,281.1931,280.85135,281.13974,281.32657,281.55142,281.0528,281.45163,281.12534,281.05533,281.47275,281.09653,281.0588,280.92685,281.14014,280.94406,279.61536,279.09085,279.39957
2028,278.74442,279.2883,279.43457,278.94183,279.28537,279.2795,280.1213,280.41113,280.10272,280.23544,280.4272,280.11136,280.163,280.2228,278.91342,278.90665,279.24377,280.7725,278.67032,278.64178,279.6595,279.37656,279.5133,280.75076,278.6633,280.05826,280.1191,280.10916,280.0571,280.2504,280.16257,280.37918,280.23343,280.1135,280.02417,280.19504,280.1018,280.26157,279.94382,280.25732,280.00052,280.08224,280.18106,280.01392,280.0005,280.39246,280.1116,280.02872,279.97662,280.0715,280.2408,280.29877,280.01535,280.09128,279.8111,280.0886,280.0947,280.1641,279.82938,280.38815,280.0832,280.01627,280.12894,280.0844,279.85593,280.4044,280.12744,280.19193,279.9859,280.2245,280.17126,280.30936,280.17014,280.4133,280.19592,278.25656,278.42813,278.67963,278.63928,278.5991,278.99194,278.3344,278.88382,278.66345,278.64615,278.8204,278.85437,278.65137,278.6852,279.19955,279.40994,279.56107,279.45663,279.1696,279.52435,278.5316,279.56644,280.36627,280.30466,279.58932,279.8216,279.7299,279.6787,279.71982,279.9285,279.87198,280.0806,280.03714,279.0249,279.49326,279.0811,279.52933,279.27603,279.60272,279.69498,279.74747,279.19247,280.1116,280.0832,280.12894,280.3038,278.37234,278.4298,279.4129,279.6638,279.54697,279.4292,279.84933,279.18665,278.74774,280.96,281.47665,280.90445,281.41043,281.5779,281.19778,281.12155,281.24854,281.27127,281.34464,281.47552,281.18335,281.30783,281.29102,281.17227,281.50806,281.0589,281.28885,281.68948,281.32828,281.19955,281.1455,281.38568,281.54285,281.19406,281.22934,281.38055,281.4467,281.25266,281.4868,281.1225,281.41653,281.07022,281.08,280.90173,281.43326,281.1044,281.02655,281.38916,281.489,281.25162,281.17438,281.1594,280.9852,281.19308,281.02115,281.0839,280.94943,281.07425,281.15182,279.60275,279.16675,279.65555
2029,278.89548,279.26965,279.11273,279.12454,279.66595,279.63248,280.69626,280.36932,280.27048,280.29147,280.53653,280.0104,280.07523,280.121,279.00928,278.8685,279.3489,280.91183,278.59518,278.62625,279.75754,279.44635,279.52444,280.75046,278.5805,280.13165,280.02127,280.25906,280.24008,280.31406,280.12906,280.29688,280.2207,280.1693,279.99844,280.4195,279.9648,280.4072,280.1531,280.25198,279.905,280.1502,280.13242,280.29224,280.27393,280.18906,280.44513,280.07227,280.15652,280.29538,280.00357,280.29248,280.1696,280.1323,279.8238,280.21875,280.0209,280.0849,280.20212,280.52463,280.12387,280.16708,280.35617,280.30023,280.11942,280.3635,280.25568,280.29343,280.00333,280.53513,280.05878,280.3817,280.07993,280.28406,280.1935,278.40787,278.4422,278.54614,278.7991,278.6685,278.91965,278.65436,278.76553,278.87827,279.00293,278.82294,278.7264,278.61844,278.78625,279.11856,279.44193,279.53372,279.43884,279.33798,279.45767,278.6519,279.71793,280.39313,280.14398,279.41086,279.81317,280.0825,279.9207,279.8745,279.9463,279.96634,279.97427,279.75,279.29596,279.5496,279.15152,279.99103,279.5743,279.73947,279.55472,279.95975,279.38235,280.44513,280.12387,280.35617,280.2003,278.4496,278.65848,279.67233,279.9651,279.79797,279.58807,279.95068,279.60202,278.92783,280.89963,281.04907,280.86765,281.12302,281.2203,281.08688,281.0936,281.00632,281.21237,281.41074,281.54593,281.1253,281.30475,281.4493,281.02518,281.29852,281.00638,281.64536,281.39114,281.21536,281.2464,281.54333,281.28934,281.4149,281.45108,281.55716,281.5258,281.4954,281.20963,281.21188,281.29907,281.46872,281.22778,281.20126,281.09033,281.94458,281.18094,281.35498,281.41235,281.13498,281.42407,281.02487,281.1264,281.00095,281.0693,281.0931,281.09958,281.05634,281.26645,281.39185,279.68976,279.52924,279.661
2030,279.0903,279.2095,279.21005,279.09888,279.72568,279.71323,280.58133,280.43387,280.5394,280.37286,280.90744,280.15662,280.11655,280.1508,278.9722,278.99188,278.98102,280.76724,278.78812,278.5451,279.85696,279.42435,279.80832,280.6969,278.74045,280.27164,280.0966,280.3018,280.31467,280.1705,280.14902,280.07397,280.28503,280.26614,280.03436,280.39087,280.13904,280.2152,280.22342,280.24417,280.0045,280.30844,280.17014,280.0993,280.011,280.20825,280.3703,280.3643,280.39178,280.4226,280.14572,280.327,280.24738,280.10425,279.91068,280.4368,280.14938,280.0843,280.2841,280.45306,280.2451,280.45108,280.27554,280.07928,280.0358,280.39078,279.98492,280.22937,279.86707,280.40414,280.15192,280.29544,280.1774,280.2135,280.20764,278.48514,278.51938,278.76477,278.87656,278.5363,278.82425,278.6526,278.80313,278.94986,278.84824,278.95825,278.7391,278.9181,278.60873,279.1007,279.45712,279.45685,279.26578,279.5814,279.2659,278.7511,279.57706,280.28372,280.08157,279.42337,279.8019,279.91766,279.84366,279.78018,280.07855,280.09305,279.90085,279.8775,279.49698,279.9054,279.71414,280.0572,279.57956,279.87402,279.38602,279.619,279.48566,280.3703,280.2451,280.27554,279.99283,278.5954,278.46002,279.45822,280.04144,279.64572,279.48978,279.70978,279.70316,279.3435,281.1328,280.94516,281.28537,280.87766,280.9578,281.27194,281.202,280.90625,281.50958,281.6144,281.17734,281.26163,281.11642,281.4611,281.28333,281.1744,281.2894,281.66113,281.27435,281.383,281.51242,281.61386,281.19376,281.40506,281.65952,281.2297,281.07248,281.17163,281.1022,281.30386,281.05545,281.12744,281.37738,281.42627,281.263,281.6376,281.42795,281.492,281.45706,281.0622,281.1428,281.06165,281.55768,280.9938,281.13766,281.19214,281.37244,281.05826,281.5051,281.12668,279.59134,279.60483,279.63547
2031,279.00708,279.32947,279.32956,278.90564,279.70877,279.54288,280.3407,280.30655,280.60153,280.54242,280.76236,280.14407,280.3879,280.29926,279.1246,278.88718,279.12253,280.53024,278.7206,278.56546,279.90707,279.50797,279.9464,280.8419,278.8445,280.28714,280.32272,280.40353,280.27304,280.04022,280.4492,280.14578,280.42267,280.09503,280.36707,280.47208,280.20242,280.39505,280.26706,280.15775,280.07278,280.2399,280.3123,280.20206,280.12674,280.37344,280.14783,280.40845,280.33755,280.27472,280.14987,280.17215,280.26645,280.2596,279.98907,280.3677,279.9921,280.00058,280.12717,280.38605,280.20374,280.38907,280.14026,280.3056,280.05624,280.31775,279.88644,280.2504,279.93094,280.4386,280.17776,280.12436,280.17126,280.19693,280.1851,278.28687,278.38358,278.88522,278.84097,278.72482,278.85934,278.74924,278.67502,278.8525,279.0308,278.99057,278.80298,278.7127,278.81042,279.20215,279.55844,279.6238,279.2676,279.5381,279.6265,278.70523,280.19794,280.31784,280.20392,279.56662,279.77444,279.76096,279.92526,279.79633,280.1045,280.16348,280.1078,279.86224,279.56253,280.18008,279.514,279.84775,279.6481,280.01218,279.22372,279.46408,279.55176,280.14783,280.20374,280.14026,280.02097,278.57108,278.5793,279.61807,279.66376,279.92307,279.52808,280.05386,279.50858,279.45782,281.29495,281.30853,281.46692,281.14856,281.23056,281.3458,281.5569,281.1233,281.58536,281.4137,281.13934,281.60873,281.05923,280.9825,281.20328,281.35095,281.38168,281.39694,281.22604,281.11783,281.41342,281.32858,281.4596,281.31235,281.15945,280.98874,280.89658,280.98672,281.11343,281.14194,280.948,281.06747,281.72305,281.67227,281.08405,281.2938,281.25616,281.389,281.009,281.29004,281.10724,281.32526,281.49817,281.0203,281.5307,281.3187,281.579,281.32114,281.14398,281.2224,279.83267,279.296,279.62085
2032,279.0768,279.1154,279.5016,279.07294,279.7423,279.48523,280.30072,280.5595,280.48288,280.6166,280.3739,280.13745,280.31027,280.3377,279.1794,279.0317,279.07925,280.50925,278.68887,278.64404,279.87906,279.79254,279.91846,281.0682,278.5068,280.3836,280.25974,280.42032,280.21252,280.41537,280.37802,280.35645,280.4203,280.18893,280.4307,280.5249,280.38992,280.26767,280.1017,280.24463,280.19186,280.29114,280.14883,280.14645,280.1809,280.4198,280.27054,280.17017,280.30826,280.3775,280.24393,280.24576,280.16614,280.341,280.03372,280.27615,279.9418,280.1979,280.21268,280.40872,280.39212,280.39566,280.09753,280.24307,279.96786,280.34317,280.18295,280.18753,280.19662,280.1837,280.3387,280.20294,280.1678,280.4383,280.26593,278.35098,278.3783,278.8639,278.78387,279.21945,278.9069,278.8507,278.7412,279.02048,278.77515,278.87045,278.91403,278.85254,278.75815,278.98102,279.59128,279.78677,279.52563,279.25217,279.59802,278.75677,280.1909,280.3381,280.0596,279.6248,279.98383,279.92044,279.99203,280.01343,280.21643,280.05078,280.23056,279.93924,279.19095,279.64005,279.59628,279.67673,279.53824,279.72183,279.7698,279.49097,279.22455,280.27054,280.39212,280.09753,280.22916,278.69104,278.34003,279.69922,279.6674,279.96878,279.7526,280.0541,279.2204,279.4315,281.14313,281.43872,281.3551,281.3776,281.266,281.19846,281.69974,281.45166,281.54602,281.0621,281.42233,281.43546,281.007,281.05283,281.54666,281.51318,281.64856,281.0339,281.14932,281.06598,281.51797,281.23337,281.52646,281.52478,280.9299,281.3961,281.22858,281.3222,281.59442,281.43182,280.86874,281.23813,281.58694,281.77194,280.9767,281.2659,280.98642,281.49142,281.18228,281.50284,281.4653,281.48068,281.26132,281.45895,281.5911,281.54172,281.57657,281.4714,281.16373,281.29123,279.6622,279.7805,279.46872
2033,279.09494,279.4694,279.37732,279.14514,279.67023,279.4556,280.49915,280.60718,280.35016,280.51608,280.6981,280.1373,280.3928,280.41016,279.06754,279.37405,279.27145,280.73117,278.63138,279.00385,279.81662,280.15665,279.73178,280.83463,278.7196,280.47495,280.3948,280.6181,280.2847,280.70837,280.22903,280.6235,280.33188,280.36557,280.4277,280.69193,280.244,280.29303,279.99817,280.50742,280.17767,280.41806,280.0229,280.42673,280.35327,280.4955,280.41235,280.20248,280.24503,280.4401,280.15726,280.39523,280.2723,280.37677,280.21735,280.41116,280.19653,280.23788,280.21976,280.48868,280.27475,280.43826,280.31857,280.33606,280.1686,280.36923,280.1151,280.3856,280.28403,280.46033,280.27365,280.33908,280.294,280.63834,280.11752,278.38513,278.71243,279.02884,278.88553,279.00043,278.73236,278.80435,278.76596,278.93735,278.90875,278.96088,279.00916,278.66336,278.78238,278.94684,279.57193,279.8541,279.47916,279.31235,279.45554,278.74362,279.9609,280.1725,279.8508,279.6694,279.77115,279.86746,280.17166,279.8972,280.33917,280.07822,280.34055,280.16226,279.17535,279.7497,279.3939,279.882,279.48685,279.8894,279.74756,279.6702,279.2092,280.41235,280.27475,280.31857,280.35648,278.63248,278.6938,279.49124,279.7319,279.75797,279.95688,279.94748,279.1376,279.73087,281.08374,281.45847,281.27097,281.61877,281.27353,281.35266,281.15115,281.46353,281.1655,281.21225,281.64938,281.2909,281.3242,281.13242,281.58636,281.68042,281.19788,281.0612,281.4274,281.16507,281.49814,281.36172,281.38626,281.56937,280.73813,281.4907,281.39023,281.2733,281.27594,281.57727,281.29327,281.43954,281.4915,281.65073,281.37564,281.70673,281.2821,281.2671,281.184,281.65158,281.22607,281.39853,281.21024,281.59268,281.26163,281.2494,281.6072,281.62436,281.39117,281.53525,279.55814,279.8515,279.78015
2034,279.0529,279.36563,279.43954,279.32993,279.7333,279.63293,280.65848,280.40775,280.42963,280.535,280.9023,280.24088,280.50992,280.3942,279.17484,279.15952,279.4122,280.7102,278.65652,278.98953,279.73038,279.66794,279.92862,280.835,278.8958,280.52396,280.25406,280.76526,280.22824,280.72296,280.2349,280.565,280.58224,280.4528,280.36786,280.82034,280.44345,280.43793,280.14066,280.45978,280.38278,280.45132,280.22226,280.44962,280.63895,280.66516,280.4853,280.39615,280.38586,280.49783,280.21774,280.4463,280.3801,280.4954,280.2753,280.4909,280.22586,280.65543,280.32748,280.59653,280.39148,280.4923,280.53564,280.53635,280.32837,280.64124,280.04074,280.64502,280.26242,280.60843,280.36942,280.37604,280.29785,280.69794,280.09338,278.45172,278.64285,278.78516,279.03082,278.94498,278.71176,278.74796,278.72604,279.23352,278.48422,278.85812,279.19247,278.82767,278.6967,278.98322,279.51984,279.92163,279.72842,279.39444,279.56717,278.92676,279.90393,280.20688,279.7599,279.81232,279.76425,280.11203,280.48087,279.91104,280.2619,280.17255,280.01242,280.11594,279.53168,280.0851,279.53076,279.914,279.535,279.79,279.42184,280.00992,279.51727,280.4853,280.39148,280.53564,280.40262,278.8038,278.5858,279.7386,279.9742,279.89157,279.80856,280.0306,279.04678,279.00458,281.32166,281.4194,281.32266,281.35242,281.42944,281.6813,281.12415,281.05362,281.18674,281.45566,281.4734,281.4622,281.1066,281.5483,281.1653,281.5581,281.1976,281.32166,281.5519,281.2648,281.45178,281.43326,281.357,281.39462,280.99658,281.34482,281.34753,281.4113,281.22897,281.44382,281.62076,281.4957,281.50015,281.32187,281.60504,281.738,281.29745,281.47592,281.535,281.2969,281.73083,281.51413,281.3245,281.51843,281.1351,281.10693,281.48026,281.72885,281.3832,281.6792,279.8615,279.5538,279.82858
2035,279.00247,279.41666,279.68045,279.3256,279.74396,279.7507,280.64862,280.13983,280.67282,280.41257,280.82205,280.42422,280.6556,280.51587,279.37366,279.1755,279.0681,280.7972,278.52823,278.95804,279.89853,279.76825,279.77975,280.99258,278.89133,280.64783,280.38608,280.75864,280.3621,280.60068,280.09424,280.67862,280.40518,280.4483,280.43597,280.60114,280.55466,280.58963,280.2039,280.371,280.3529,280.55966,280.2468,280.46042,280.3987,280.72897,280.32593,280.49313,280.42374,280.4033,280.397,280.35574,280.45676,280.3348,280.08115,280.379,280.13208,280.6379,280.37552,280.69803,280.55807,280.69897,280.2205,280.567,280.304,280.62747,280.08926,280.8027,280.41458,280.7863,280.54654,280.50922,280.63828,280.77228,280.20328,278.4208,278.62976,279.0535,279.15045,278.83585,278.82483,278.6444,278.8698,279.40134,278.85068,278.64615,279.0148,279.04764,278.58572,278.88126,279.6648,280.17538,279.74777,279.6888,279.49722,278.936,279.88565,280.43933,279.9755,279.75943,279.77737,280.1275,280.25674,279.90997,280.41647,280.2942,279.97165,280.20166,279.6127,279.87622,279.64865,279.88684,279.65793,279.95578,279.4953,280.08698,279.54895,280.32593,280.55807,280.2205,280.5597,278.65085,278.5161,279.75903,279.78732,279.974,279.7691,280.02878,278.91348,279.5845,281.41458,281.2573,281.37204,281.06985,281.1956,281.6736,281.3923,281.12582,281.36295,281.36707,281.34558,281.5384,281.2208,281.5499,281.14084,281.41898,281.5496,281.3699,281.70972,281.56082,281.5538,281.5435,281.39502,281.2681,281.2053,281.14224,281.45255,281.30798,281.36142,281.30945,281.3846,281.0586,281.7393,281.20288,281.5764,281.3538,281.81552,281.4502,281.813,280.99646,281.56613,281.57132,281.57333,281.42355,281.30716,281.28653,281.67386,281.40097,281.04657,281.21213,279.57962,279.65536,279.79947
2036,279.45627,279.20074,279.33542,279.56662,279.78094,279.5878,280.40967,280.3346,280.89493,280.75113,280.7062,280.51712,280.6661,280.43958,279.37955,279.10556,279.05893,280.956,278.6463,278.83456,280.1345,279.73517,279.92847,280.81494,278.85794,280.60745,280.50833,280.75735,280.30435,280.67392,280.35397,280.6982,280.41736,280.5015,280.4811,280.51047,280.49332,280.6306,280.4085,280.3234,280.4153,280.62296,280.49817,280.6116,280.4423,280.57486,280.44717,280.47827,280.42746,280.48502,280.46823,280.48697,280.36786,280.3334,280.13904,280.58298,280.34732,280.56207,280.66418,280.85672,280.8858,280.6294,280.33987,280.4539,280.4167,280.5839,280.09274,280.58463,280.3724,280.79678,280.3637,280.4223,280.42368,280.52872,280.34598,278.6738,278.89194,278.85876,279.08023,279.168,278.9208,278.90405,279.0057,279.22165,278.9431,278.86502,279.0541,279.01688,278.77866,279.07104,279.77243,279.8772,279.59116,279.36374,279.74335,278.90356,280.17825,280.3093,280.09143,279.68015,279.78305,280.05734,280.25113,279.8176,280.37225,280.38043,280.1484,280.3048,279.48532,280.04758,279.56424,280.00565,279.9669,280.1815,279.87198,280.16324,279.41833,280.44717,280.8858,280.33987,280.69302,278.81107,278.9663,279.89026,279.84164,280.19876,279.93573,280.2084,279.76578,279.47696,281.46292,281.5535,281.4399,281.1321,281.4269,281.4922,281.67764,281.02133,281.65768,281.54898,281.39688,281.26758,281.4625,281.37906,281.31674,281.23004,281.86313,281.56708,281.33105,281.6115,281.81705,281.31274,281.50607,281.5369,281.5701,281.3652,281.34067,281.25574,281.63687,281.3268,281.2297,281.0266,281.697,281.35294,281.28674,281.23026,281.7675,281.44226,281.48074,281.22202,281.3016,281.50333,281.82596,281.40985,281.62717,281.49255,281.35275,281.4581,281.2486,281.2782,279.56833,279.98355,279.97278
